,Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
8994,C8H7NO,133.1473,5422,0.0,NCGC00258358-01,N#CC(O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa040>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8996,C9H20O3,176.2533,13276,0.0,NCGC00258373-01,CCCOCC(C)OCC(C)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa200>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8997,C15H16N2O2,256.2997,14338,0.0,NCGC00254927-01,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa2e0>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
8998,C12H18O,178.2707,27710,0.0,NCGC00256788-01,CC(C)CC(O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa3c0>,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9000,C14H28O6,292.3685,22234,0.0,NCGC00255887-01,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa580>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
9002,C6H5ClO,128.5563,4800,0.0,NCGC00258387-01,Oc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa7b0>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
9004,C20H16O4,320.3386,2439,0.0,NCGC00259249-01,O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faa970>,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
9005,C12H22O,182.3025,20722,0.0,NCGC00255601-01,OC1CCC(C2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faaa50>,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9009,C10H8O3,176.1687,12759,0.0,NCGC00258672-01,Oc1ccc(O)c2c(O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x7fad08faadd0>,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9011,C6H12O,100.1589,1894,0.0,NCGC00259032-01,OC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08faaf90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9012,C10H14O,150.2176,2331,0.0,NCGC00258923-01,CCC(C)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb20b0>,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9014,C22H18O12,474.3711,13332,0.0,NCGC00258608-01,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2270>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9015,C17H18N2O2,282.337,21200,0.0,NCGC00255509-01,CC(C/N=C/c1ccccc1O)/N=C/c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2350>,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9016,C10H22O7,254.2775,7039,0.0,NCGC00255156-01,OCC(CO)(CO)COCC(CO)(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2430>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
9017,C6H12O4,148.1571,24967,0.0,NCGC00256290-01,OCC1(CO)COCOC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2510>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
9018,C10H14O,150.2176,1626,0.0,NCGC00256602-01,CC(C)c1ccc(CO)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb25f0>,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9021,C7H9NO,123.1525,24767,0.0,NCGC00254838-01,OCCc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2890>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
9022,C7H14N2O2,158.1983,24603,0.0,NCGC00256640-01,N#CCCN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2970>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9023,C8H19NO2,161.242,24354,0.0,NCGC00254717-01,CCCCN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2a50>,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
9024,C3H8O2,76.0944,4182,0.0,NCGC00254981-01,COCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2b30>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
9027,C6H14O3,134.1736,1941,0.0,NCGC00254003-01,CCOCCOCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2dd0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9028,C8H18O4,178.2261,4368,0.0,NCGC00254490-01,CCOCCOCCOCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2eb0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9029,C12H26O5,250.3318,7412,0.0,NCGC00255263-01,CCCCOCCOCCOCCOCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fb2f90>,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9031,C6H7O4P,174.0911,24981,0.0,NCGC00256125-01,O=P(O)(O)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fba190>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9032,C12H11O4P,250.1871,28182,0.0,NCGC00257429-01,O=P(O)(Oc1ccccc1)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fba270>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9033,C6H6ClNO4S,223.6341,4474,0.0,NCGC00260438-01,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fba350>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9035,C7H8N2S,152.2168,1134,0.0,NCGC00256507-01,NC(=S)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fba510>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9037,C18H36N2NiS4,467.4452,927,0.0,NCGC00260141-01,CCCCN(CCCC)C(=S)S[Ni]SC(=S)N(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fba6d0>,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9040,C11H16NO4PS,289.2878,22063,0.0,NCGC00255827-01,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fba970>,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
9042,C5H10S,102.1979,27108,0.0,NCGC00256904-01,SC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fbab30>,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9043,C2H2N2S3,150.2457,20115,0.0,NCGC00255055-01,Sc1nnc(S)s1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fbac10>,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9044,C3H5KOS2,160.2995,22315,1.0,NCGC00255905-01,CCOC(=S)[S-].[K+],<rdkit.Chem.rdchem.Mol object at 0x7fad08fbacf0>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9045,C15H10O2,222.2387,21439,0.0,NCGC00255621-01,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fbadd0>,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
9046,C13H11NO2,213.2319,825,1.0,NCGC00257816-01,COc1cc2c(cc1N)oc1ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fad08fbaeb0>,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9050,C17H16N2O2,280.3211,1479,0.0,NCGC00259068-01,CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc1270>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9051,C16H12ClF4N3O4,421.7308,12553,0.0,NCGC00254857-01,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fad08fc1350>,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9052,C6H6N2O2,138.124,1222,0.0,NCGC00257827-01,ON=C1C=CC(=NO)C=C1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc14a0>,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9059,C2H7AsO2,137.9974,508,1.0,NCGC00254671-01,C[As](C)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc1b30>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9060,C10H18,138.2499,2159,1.0,NCGC00257591-01,C=CCCCCCCC=C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc1c10>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9061,C18H30O,262.4302,9315,0.0,NCGC00258615-01,CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc1cf0>,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9064,C18H19NOS,297.4146,28744,0.0,NCGC00182984-01,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc1f90>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9067,C8HF15O2,414.0684,11865,0.0,NCGC00254596-01,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8270>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9069,C6H15N3,129.2034,1997,0.0,NCGC00256327-01,NCCN1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc84a0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9070,C16H22O4,278.3435,5680,0.0,NCGC00090773-04,CCCCC(CC)COC(=O)c1ccccc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8580>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9072,C11H10ClNO3S,271.72,21621,0.0,NCGC00255688-01,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8740>,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9073,C14H20O6,284.305,4875,0.0,NCGC00257559-01,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8820>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9077,C12H19N3O5,285.2964,193,1.0,NCGC00256575-01,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8ba0>,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9078,C8H18NaPS2,232.3221,24798,1.0,NCGC00256238-01,CC(C)CP(=S)([S-])CC(C)C.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8c80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9080,C9H9BrO2,229.0706,29366,0.0,NCGC00260361-01,COC(=O)c1ccc(CBr)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fc8e40>,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9083,C19H26N2S2,346.5531,7584,0.0,NCGC00255324-01,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0120>,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9085,C11H18O,166.26,27088,0.0,NCGC00256023-01,CC1=C(CC=O)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd02e0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9086,C11H16,148.2447,4704,0.0,NCGC00259878-01,Cc1ccc(C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd03c0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9087,C6H10O,98.143,27670,0.0,NCGC00257470-01,CC=CC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd04a0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9088,C26H41NO,383.6098,28735,0.0,NCGC00182997-01,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0580>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9089,C9H20N2S,188.3335,22187,1.0,NCGC00254888-01,CCCCNC(=S)NCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0660>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9090,C5H12ClO2PS2,234.7043,17511,0.0,NCGC00254729-01,CCOP(=S)(OCC)SCCl,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0740>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9091,C4H2Cl2O2,152.9635,13519,0.0,NCGC00258193-01,O=C(Cl)/C=C/C(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0820>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9092,C12H13ClN2O,236.6974,21699,0.0,NCGC00255074-01,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0900>,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9093,C14H8Cl2N4,303.1461,3881,0.0,NCGC00259237-01,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd09e0>,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9095,C11H15NO2,193.2423,24763,0.0,NCGC00254817-01,CCOC(=O)c1ccc(N(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0ba0>,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9096,C23H26N2,330.4659,11531,0.0,NCGC00255258-01,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0c80>,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9098,C17H19N5O,309.3657,18801,0.0,NCGC00255573-01,c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0e40>,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9099,C12H11N,169.2224,71,0.0,NCGC00257930-01,Nc1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd0f20>,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9101,C11H20O2,184.2753,5297,0.0,NCGC00256960-01,C=CC(=O)OCC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8120>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9102,C15H20N2O3,276.3309,28754,0.0,NCGC00183021-01,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8200>,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9104,C11H22O2,186.2912,1690,0.0,NCGC00258584-01,CCCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd83c0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9106,C16H16N2O4,300.3092,14518,0.0,NCGC00255340-01,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8580>,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9107,C10H18O2,170.2487,5406,0.0,NCGC00257213-01,C=C(C)C(=O)OCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8660>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9108,C10H20O2,172.2646,27519,0.0,NCGC00256624-01,CCCCCCOC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8740>,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9110,C16H6O6,294.2152,24886,1.0,NCGC00256278-01,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8900>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9111,C14H8O4,240.2109,24464,0.0,NCGC00255951-01,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd89e0>,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9112,C8H8O3,152.1473,5659,0.0,NCGC00259093-01,COC(=O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8ac0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9113,C21H40O4,356.5399,7875,1.0,NCGC00257408-01,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8ba0>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9115,C14H8ClNNa2O4,335.6502,28532,1.0,NCGC00181760-01,O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8d60>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9116,C19H25NaO3S,356.4548,24537,0.0,NCGC00255739-01,CC(C)c1ccc2c(C(C)C)cc(C(C)C)c(S(=O)(=O)[O-])c2c1.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad08fd8eb0>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9117,C14H6ClF3NNaO5,383.6391,3853,0.0,NCGC00257945-01,O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf040>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9118,C8H4F15NO2,431.0989,17708,0.0,NCGC00254249-01,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf190>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9119,C4H12O7Pb,379.3339,11521,0.0,NCGC00257421-01,CC(=O)[O-].CC(=O)[O-].O.O.O.[PbH2+2],<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf270>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9120,C20H38O4Zn,407.9223,27040,0.0,NCGC00256164-01,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf3c0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9121,CHBr2Cl,208.2796,300,0.0,NCGC00257707-01,ClC(Br)Br,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf510>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9122,C24H34Br4O4,706.1404,7887,0.0,NCGC00255235-01,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf5f0>,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9124,C19H32O,276.4568,16514,0.0,NCGC00181780-01,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf820>,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9125,C15H18F3NO,285.3047,28782,0.0,NCGC00183000-01,C[C@H](CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdf970>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9127,C12H14O3,206.2378,24773,1.0,NCGC00254955-01,C=C(C)C(=O)OCCOc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdfb30>,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9128,C10H16,136.234,27051,0.0,NCGC00256046-01,C=CC(C)=CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdfc10>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9129,C11H20O,168.2759,17757,0.0,NCGC00255582-01,C=CCCCCCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdfcf0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9130,C8H6N2,130.1466,29367,0.0,NCGC00260453-01,c1ccc2cnncc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdfdd0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9131,C4H8O,72.1057,1328,0.0,NCGC00258579-01,C1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fdfeb0>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9133,C7H14O,114.1855,1916,1.0,NCGC00256611-01,CCCCCC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe50b0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9134,C17H28O2,264.403,27110,0.0,NCGC00256905-01,CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5190>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9135,C15H28O2,240.3816,15592,1.0,NCGC00255653-01,CCCCCCCC/C=C/CCCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5270>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9136,C14H18ClN3O2,295.7646,12493,0.0,NCGC00066947-05,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5350>,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9137,C15H24O2,236.3499,21379,0.0,NCGC00254957-01,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5430>,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9138,C13H23N2O3PS,318.3721,12482,0.0,NCGC00254868-01,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5510>,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9139,C13H18O2,206.2808,4702,0.0,NCGC00257864-01,CC(C)(C)c1ccc(OCC2CO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe55f0>,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9140,C15H24,204.3511,21232,0.0,NCGC00254932-01,CC(C)c1cc(C(C)C)cc(C(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe56d0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9141,C20H40O,296.531,5474,0.0,NCGC00257693-01,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe57b0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9142,C10H13NO2,179.2157,766,0.0,NCGC00256576-01,CC(C)OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5890>,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9143,C8H7NO4,181.1455,5637,1.0,NCGC00258780-01,Cc1c(C(=O)O)cccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5970>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9144,C6H10O2,114.1424,27681,0.0,NCGC00256687-01,CCC(=O)C(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5a50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9145,C14H20O,204.308,29352,0.0,NCGC00260263-01,CCCCC/C(=C/c1ccccc1)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5b30>,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9146,C9H16O,140.2227,27086,0.0,NCGC00254719-01,CCCCCC/C=C/C=O,<rdkit.Chem.rdchem.Mol object at 0x7fad08fe5c10>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
